COMMUNITY,Location 1,SR TYPE,CSR #,STATUS,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION
CUF,"2308 CLIFTON AV
Cincinnati, OH
(39.12390394230497, -84.51981527597924)",Litter private property,SR12041355,CLOS-NO ,Litter on front side and back yard furniture in back front yard trash cans cardboard boxes ripped bean bag trash.,09/04/2012 12:00:00 AM,6:51 PM,2308 CLIFTON AV CINC - GJ1441633459,25,STANDARD,INTERNET,9500010140,09/04/2012 12:00:00 AM,CSRWEB,10/19/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1395584,415764,
NORTHSIDE,"4215 FERGUS ST
Cincinnati, OH
(39.16356135113193, -84.5362862096012)",Litter private property,SR12041312,ABAT-OWN,mattress on curb,09/04/2012 12:00:00 AM,2:08 PM,4215 FERGUS ST - GJ1284437826,74,STANDARD,PHONE,19600230206,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/07/2012 12:00:00 AM,09/07/2012 12:00:00 AM,,1391142,430324,
NORTHSIDE,"1319 KNOWLTON ST
Cincinnati, OH
(39.16136700538044, -84.53343535876832)",Litter private property,SR12041311,ABAT-OWN,chair on curb,09/04/2012 12:00:00 AM,2:07 PM,1319 KNOWLTON ST - GJ1311137564,74,STANDARD,PHONE,22100190157,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/14/2012 12:00:00 AM,09/14/2012 12:00:00 AM,,1391976,429421,
SPRING GROVE VILLAGE,"4430 WINTON RD
Cincinnati, OH
(39.16878641212219, -84.520044453752)",Litter private property,SR12041307,ABAT-OWN,broken tv on curb,09/04/2012 12:00:00 AM,2:04 PM,4430 WINTON RD - GJ1427438435,73,STANDARD,PHONE,21900530068,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1395927,432086,
SPRING GROVE VILLAGE,"4562 WINTON RD
Cincinnati, OH
(39.172176856172655, -84.51973868426205)",Litter private property,SR12041306,ABAT-OWN,garbage bags bags boxes etc on curb,09/04/2012 12:00:00 AM,2:04 PM,4562 WINTON RD - GJ1428238813,73,STANDARD,PHONE,21900520090,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1396016,433321,
AVONDALE,"319 NORTHERN AV
Cincinnati, OH
(39.14389317835116, -84.50202204028488)",Litter private property,SR12041304,ABAT-OWN,cans at curb couch on front yard,09/04/2012 12:00:00 AM,2:02 PM,319 NORTHERN AV - GJ1587735685,69,STANDARD,PHONE,11300040042,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/14/2012 12:00:00 AM,09/14/2012 12:00:00 AM,,1400730,422816,
AVONDALE,"237 NORTHERN AV
Cincinnati, OH
(39.143992103774394, -84.50380269790287)",Litter private property,SR12041303,ABAT-OWN,garbage cans. bags buckets furniture on curb,09/04/2012 12:00:00 AM,2:01 PM,237 NORTHERN AV - GJ1572835703,69,STANDARD,PHONE,11300050144,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/14/2012 12:00:00 AM,09/14/2012 12:00:00 AM,,1400244,422896,
CLIFTON,"211 LORAINE AV
Cincinnati, OH
(39.145404039360415, -84.51644716563482)",Litter private property,SR12041302,ABAT-OWN, ,09/04/2012 12:00:00 AM,2:00 PM,211 LORAINE AV - GJ1462435826,70,STANDARD,PHONE,21700500137,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/14/2012 12:00:00 AM,09/14/2012 12:00:00 AM,,1396649,423479,
CLIFTON,"3493 BROOKLINE AV
Cincinnati, OH
(39.14554793088507, -84.51615038936518)",Litter private property,SR12041297,ABAT-OWN, ,09/04/2012 12:00:00 AM,1:38 PM,3493 BROOKLINE AV - GJ1463035868,70,STANDARD,PHONE,21700500002,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/14/2012 12:00:00 AM,09/14/2012 12:00:00 AM,,1396675,423619,
WALNUT HILLS,"2160 FULTON AV
Cincinnati, OH
(39.120366914064675, -84.49173379626967)",Litter private property,SR12041288,CLOS-NO ,litter and debris in rear of property go to 2150 Fulton to view,09/04/2012 12:00:00 AM,1:17 PM,2160 FULTON AV - GJ1686533120,19,STANDARD,PHONE,6900030027,09/04/2012 12:00:00 AM,TGROME,10/19/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1403550,414252,
COLLEGE HILL,"5754 DAVEY AV
Cincinnati, OH
(39.196404591641965, -84.54775256547475)",Litter private property,SR12041282,CIVIL   ,Several sofas on side of house and lots of trash at curb site for about a week.,09/04/2012 12:00:00 AM,1:08 PM,5754 DAVEY AV CINC - GJ1179141436,82.02,STANDARD,INTERNET,23400010033,09/04/2012 12:00:00 AM,CSRWEB,10/19/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1388284,442325,
EAST PRICE HILL,"815 CHATEAU AV
Cincinnati, OH
(39.10616661922205, -84.56007327727616)",Litter private property,SR12041280,CIVIL   ,mattress X 3 on vacant lot,09/04/2012 12:00:00 AM,1:03 PM,815 CHATEAU AV - GJ1095531403,93,STANDARD,PHONE,17500160038,09/04/2012 12:00:00 AM,DWHITTINGTON,10/19/2012 12:00:00 AM,,,09/14/2012 12:00:00 AM,,1383908,409587,
EAST PRICE HILL,"3410 GLENWAY AV
Cincinnati, OH
(39.11362586415869, -84.56674809032381)",Litter private property,SR12041275,NEW     ,litter and debris behind the building,09/04/2012 12:00:00 AM,12:54 PM,3410 GLENWAY AV - GJ1037432224,92,STANDARD,PHONE,17300030138,09/04/2012 12:00:00 AM,TGROME,10/19/2012 12:00:00 AM,,,09/04/2012 12:00:00 AM,,1382140,412374,
COLLEGE HILL,"6089 BELMONT AV
Cincinnati, OH
(39.20049650687531, -84.56256439929734)",Litter private property,SR12041243,ABAT-OWN,stacks of carpet have been at curb since Friday August 31,09/04/2012 12:00:00 AM,11:38 AM,6089 BELMONT AV CINC - GJ1046341833,84,STANDARD,INTERNET,22800020074,09/04/2012 12:00:00 AM,CSRWEB,10/19/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1384000,443839,
COLLEGE HILL,"6090 BELMONT AV
Cincinnati, OH
(39.20057744585796, -84.56260037217851)",Litter private property,SR12041240,CIVIL   ,been at the curb since Friday 8/31,09/04/2012 12:00:00 AM,11:33 AM,6090 BELMONT AV CINC - GJ1048441882,82.02,STANDARD,INTERNET,22800020046,09/04/2012 12:00:00 AM,CSRWEB,10/19/2012 12:00:00 AM,,,09/06/2012 12:00:00 AM,,1384076,443998,
WALNUT HILLS,"608 CROWN ST
Cincinnati, OH
(39.12753451063821, -84.49769630132391)",Litter private property,SR12041238,CIVIL   ,LITTER AND DEBRIS ALL OVER PROPERTY,09/04/2012 12:00:00 AM,11:31 AM,608 CROWN ST - GJ1630533935,34,STANDARD,PHONE,9100040032,09/04/2012 12:00:00 AM,TGROME,10/19/2012 12:00:00 AM,,,10/15/2012 12:00:00 AM,,1401848,417015,
WEST PRICE HILL,"5222 HIGHVIEW DR
Cincinnati, OH
(39.11556453442819, -84.61193717870589)",Litter private property,SR12041232,DUPLICAT,There is big pieces of metal and an old truck sitting there with a flat tire. Also he only sets the regular trash out about once a month. I have my house for sale and there has been several remarks about being more interested if it wasn' for the garbage n,09/04/2012 12:00:00 AM,11:23 AM,5222 HIGHVIEW DR CINC - GJ0646132335,99.01,STANDARD,INTERNET,18000830164,09/04/2012 12:00:00 AM,CSRWEB,10/19/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1369337,413374,
CARTHAGE,"6638 FAIRPARK AV
Cincinnati, OH
(39.19115440511704, -84.48509399668615)",Litter private property,SR12041217,DUPLICAT,LITTER AND DEBRIS MOSTLY IN THE REAR CAN VIEW FROM ALLEY ,09/04/2012 12:00:00 AM,10:56 AM,6638 FAIRPARK AV - GJ1728041078,61,STANDARD,PHONE,24100010283,09/04/2012 12:00:00 AM,TGROME,10/19/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1406210,440255,
ROSELAWN,"6114 JOYCE LN
Cincinnati, OH
(39.18538509298462, -84.45853287431613)",Litter private property,SR12041210,ABAT-OWN,mattreses furniture buy dumpster,09/04/2012 12:00:00 AM,10:41 AM,6114 JOYCE LN - GJ1952240463,62.01,STANDARD,PHONE,11700170002,09/04/2012 12:00:00 AM,DRANKIN,10/19/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1413450,437872,
EAST PRICE HILL,"3110 MURDOCK AV
Cincinnati, OH
(39.09755111418133, -84.56368855183399)",Litter private property,SR12041207,CLOS-NO ,LITTER ON PROPERTY,09/04/2012 12:00:00 AM,10:39 AM,3110 MURDOCK AV - GJ1068930441,96,STANDARD,PHONE,17700350190,09/04/2012 12:00:00 AM,TGROME,10/19/2012 12:00:00 AM,,09/13/2012 12:00:00 AM,09/13/2012 12:00:00 AM,,1382881,406482,
EVANSTON,"2013 DANA AV
Cincinnati, OH
(39.145835713934446, -84.46309938285674)",Litter private property,SR12041158,CIVIL   ,litter and debris on property,09/04/2012 12:00:00 AM,8:49 AM,2013 DANA AV - GJ1923535994,40,STANDARD,PHONE,5700030060,09/04/2012 12:00:00 AM,TGROME,10/19/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1411786,423282,
CUF,"2351 FLORA ST
Cincinnati, OH
(39.12664418182919, -84.52452307745796)",Litter private property,SR12041124,CLOS-NO ,trash litter and spilled food all over front porch and in front yard.old chairs and tv on front porch food spilled over furniture:  willattract animals vermin.,09/03/2012 12:00:00 AM,2:12 PM,2351 FLORA ST CINC - GJ1397233745,26,STANDARD,INTERNET,10000010281,09/03/2012 12:00:00 AM,CSRWEB,10/18/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1394177,416773,
MOUNT AUBURN,"1807 HIGHLAND AV
Cincinnati, OH
(39.11524077849765, -84.50379370468261)",Litter private property,SR12041115,CLOS-NO ,Litter at 1807 Highland spilling into street and continue along curb to storm drain.  Litter is blocking storm drain at Highland & Ringgold.  Litter trail starts at 1807 Highland.,09/03/2012 12:00:00 AM,10:27 AM,1807 HIGHLAND AV CINC - GJ1579432536,18,STANDARD,INTERNET,8600010224,09/03/2012 12:00:00 AM,CSRWEB,10/18/2012 12:00:00 AM,,09/20/2012 12:00:00 AM,09/20/2012 12:00:00 AM,,1399946,412513,
CUF,"2244 VICTOR ST
Cincinnati, OH
(39.1245847343821, -84.52388455881714)",Litter private property,SR12041114,CLOS-NO ,Trash and litter all over the sidewalk and the front of this house. Since Friday 8/31/12.,09/03/2012 12:00:00 AM,10:15 AM,2244 VICTOR ST CINC - GJ1406233522,26,STANDARD,INTERNET,9600020113,09/03/2012 12:00:00 AM,CSRWEB,10/18/2012 12:00:00 AM,,09/18/2012 12:00:00 AM,09/18/2012 12:00:00 AM,,1394433,416028,
CARTHAGE,"7120 VINE ST
Cincinnati, OH
(39.19521748656331, -84.47923322006238)",Litter private property,SR12041112,CIVIL   ,09/04/2012 7:24 AM/DCOTTRELLplease check it is an eye soar..this man will not keep lot cleaned,09/03/2012 12:00:00 AM,9:12 AM,7120 VINE ST CINC - GJ1770641455,61,STANDARD,INTERNET,24000020021,09/03/2012 12:00:00 AM,CSRWEB,10/19/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1407667,441421,
WEST END,"2026 COLERAIN AV
Cincinnati, OH
(39.11938665305274, -84.53273388758544)",Litter private property,SR12041098,CLOS-NO ,A can at the the northeast corner of Colerain and Bank might help but the litter is caused by people who engage in brown bag alchol drinking and someone who is dispensing drinks in plastic cups.The litter is all aroung the Entrpeneur Club  the carry-out s,09/02/2012 12:00:00 AM,11:58 AM,BANK ST & COLERAIN AV,14,STANDARD,INTERNET,18400050045,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/13/2012 12:00:00 AM,09/13/2012 12:00:00 AM,,1391831,414275,
CUF,"2328 CLIFTON AV
Cincinnati, OH
(39.12464222577143, -84.51974201120775)",Litter private property,SR12041092,ABAT-OWN,All over the sidewalk.  Garbage on a Saturday.,09/02/2012 12:00:00 AM,10:46 AM,2328 CLIFTON AV CINC - GJ1442033536,25,STANDARD,INTERNET,9500010150,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1395610,416016,
CUF,"2359 CLIFTON AV
Cincinnati, OH
(39.12564075059609, -84.51979401520258)",Litter private property,SR12041091,ABAT-OWN,Front yard tree lawn and sidewalk.  Garbage.,09/02/2012 12:00:00 AM,10:45 AM,2359 CLIFTON AV CINC - GJ1438233657,26,STANDARD,INTERNET,10000020189,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1395505,416417,
CUF,"2412 CLIFTON AV
Cincinnati, OH
(39.126775122347176, -84.51942955519523)",Litter private property,SR12041090,DUPLICAT,Front yard tree lawn and sidewalk.  Garbage.,09/02/2012 12:00:00 AM,10:44 AM,2412 CLIFTON AV CINC - GJ1443333740,25,STANDARD,INTERNET,10000020234,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1395684,416682,
CUF,"2420 CLIFTON AV
Cincinnati, OH
(39.12691094513239, -84.51939160471113)",Litter private property,SR12041089,CLOS-NO ,Front yard tree lawn and sidewalk.  Garbage.,09/02/2012 12:00:00 AM,10:43 AM,2420 CLIFTON AV CINC - GJ1444333767,25,STANDARD,INTERNET,10000020225,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1395722,416768,
CUF,"2427 CLIFTON AV
Cincinnati, OH
(39.12700208341638, -84.51951076228409)",Litter private property,SR12041088,CLOS-NO ,Front yard tree lawn and sidewalk.  Garbage.,09/02/2012 12:00:00 AM,10:43 AM,2427 CLIFTON AV CINC - GJ1439833803,26,STANDARD,INTERNET,10000020358,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/10/2012 12:00:00 AM,09/10/2012 12:00:00 AM,,1395579,416892,
CUF,"2414 CLIFTON AV
Cincinnati, OH
(39.1268090780247, -84.51942006757946)",Litter private property,SR12041087,ABAT-OWN,Front yard tree lawn and sidewalk.  Garbage.,09/02/2012 12:00:00 AM,10:42 AM,2414 CLIFTON AV CINC - GJ1444133751,25,STANDARD,INTERNET,10000020227,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1395712,416717,
CUF,"2353 CLIFTON AV
Cincinnati, OH
(39.12545195293194, -84.51981092245609)",Litter private property,SR12041086,ABAT-OWN,Front yard tree lawn and sidewalk.  Garbage.,09/02/2012 12:00:00 AM,10:41 AM,2353 CLIFTON AV CINC - GJ1438333634,26,STANDARD,INTERNET,10000020192,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1395503,416343,
CUF,"315 W MCMILLAN ST
Cincinnati, OH
(39.128074103855795, -84.52338993170105)",Litter private property,SR12041085,CLOS-NO ,trash and litter all over sidewalk and yard,09/02/2012 12:00:00 AM,9:45 AM,W MCMILLAN ST & VICTOR ST,26,STANDARD,INTERNET,10000010058,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1394513,417300,W 
LOWER PRICE HILL,"839 STATE AV
Cincinnati, OH
(39.10664325989757, -84.55285172138088)",Litter private property,SR12041084,NEW     ,Request entered through the Web. Refer to Intake Questions for further description.,09/02/2012 12:00:00 AM,9:44 AM,839 STATE AV CINC - GJ1157131465,91,STANDARD,INTERNET,14900130053,09/02/2012 12:00:00 AM,CSRWEB,10/17/2012 12:00:00 AM,,,09/02/2012 12:00:00 AM,,1385937,409693,
NORTHSIDE,"4039 HAMILTON AV
Cincinnati, OH
(39.15987413081183, -84.53941585026314)",Litter private property,SR12041069,CLOS-NO ,Discovered by Northside Citizens on Patrol while on patrol. The large city-owned lot commonly known as the Myron Johnson property at the northeast corner of Hamilton Ave and Blue Rock. Tons of litter and trash that need to be cleaned up.,08/31/2012 12:00:00 AM,11:23 PM,HAMILTON AV & BLUE ROCK ST,78,STANDARD,INTERNET,22100130064,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1390272,429057,
COLLEGE HILL,"5800 GLENVIEW AV
Cincinnati, OH
(39.19519050690246, -84.55612525356753)",Litter private property,SR12041061,CLOS-NO ,I try whenever I can to pick up the trash on Glenview Ave south of Tanglewood Lane... this is a protected woodland area yet there is CONSTANT trash along the road. PLEASE have someone vac the roadside or get it CLEANED UP! thank you,08/31/2012 12:00:00 AM,5:47 PM,5800 GLENVIEW AV CINC - GJ1104941313,84,STANDARD,INTERNET,22900050018,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1385834,442042,
MADISONVILLE,"5521 DUNNING PL
Cincinnati, OH
(39.15594409354378, -84.39889678318502)",Litter private property,SR12041054,ABAT-OWN,COUCH ON PROPERTY,08/31/2012 12:00:00 AM,4:28 PM,5521 DUNNING PL - GJ2472937293,55,STANDARD,PHONE,3600010234,08/31/2012 12:00:00 AM,VMOORE,10/15/2012 12:00:00 AM,,09/19/2012 12:00:00 AM,09/19/2012 12:00:00 AM,,1429990,426640,
CUF,"333 W MCMILLAN ST
Cincinnati, OH
(39.12810108351664, -84.52417234186652)",Litter private property,SR12041042,CLOS-NO ,recycling bin placed out on wrong week trash and litter from binall over sidewalk,08/31/2012 12:00:00 AM,3:24 PM,333 W MCMILLAN ST CINC - GJ1400933896,26,STANDARD,INTERNET,10000010297,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1394321,417261,W 
CUF,"2332 FLORA ST
Cincinnati, OH
(39.12619452081452, -84.52451408423764)",Litter private property,SR12041041,CLOS-NO ,recycling bin placed out on wrong week  tipped overgarbage all over street and sidewalk,08/31/2012 12:00:00 AM,3:22 PM,2332 FLORA ST CINC - GJ1400433700,26,STANDARD,INTERNET,10000010323,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1394272,416620,
CUF,"2362 FLORA ST
Cincinnati, OH
(39.12722874114826, -84.52438817915356)",Litter private property,SR12041040,ABAT-OWN,recycling bin placed out on wrong week.  metal other trash all oversidewalk,08/31/2012 12:00:00 AM,3:20 PM,2362 FLORA ST CINC - GJ1401333812,26,STANDARD,INTERNET,10000010308,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/18/2012 12:00:00 AM,09/18/2012 12:00:00 AM,,1394322,416985,
AVONDALE,"570 HALE AV
Cincinnati, OH
(39.14029589023397, -84.49467457930547)",Litter private property,SR12041017,CIVIL   ,LITTER AND DEBRIS ON PREMISES,08/31/2012 12:00:00 AM,12:49 PM,570 HALE AV - GJ1652535355,67,STANDARD,PHONE,10600030023,08/31/2012 12:00:00 AM,YBRAY,10/15/2012 12:00:00 AM,,,09/11/2012 12:00:00 AM,,1402800,421627,
CUF,"2412 CLIFTON AV
Cincinnati, OH
(39.126775122347176, -84.51942955519523)",Litter private property,SR12041016,ABAT-OWN,GARBAGE ON THE SIDEWALK LITTER IN FRONT YARD,08/31/2012 12:00:00 AM,12:46 PM,2412 CLIFTON AV - GJ1443333741,25,STANDARD,PHONE,10000020234,08/31/2012 12:00:00 AM,YBRAY,10/15/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1395684,416682,
AVONDALE,"517 GLENWOOD AV
Cincinnati, OH
(39.14954092069519, -84.49702180980194)",Litter private property,SR12041015,CIVIL   ,LITTER AND DEBRIS ON FRONT PORCH,08/31/2012 12:00:00 AM,12:44 PM,517 GLENWOOD AV - GJ1628436356,68,STANDARD,PHONE,11300030033,08/31/2012 12:00:00 AM,YBRAY,10/15/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1402172,424947,
CARTHAGE,"123 W 68TH ST
Cincinnati, OH
(39.19289723572774, -84.48487196918609)",Litter private property,SR12041011,CLOS-NO ,Junk everywhere in yard.  Use alley to see back.  Swimming pool sent to Technical.,08/31/2012 12:00:00 AM,12:33 PM,123 W 68TH ST - GJ1720041182,61,STANDARD,PHONE,24100010214,08/31/2012 12:00:00 AM,JSTEHLIN,10/15/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1405961,440608,W 
NORTH FAIRMOUNT,"1751 BALTIMORE AV
Cincinnati, OH
(39.134108554672366, -84.55267185697505)",Litter private property,SR12040987,CLOS-NO ,Drywall trash litter at curb/street of apt. complex.  Caller not sure of address but said it is between Seegar and Trevor.  Call Barry Shulok 471-5898 for details.,08/31/2012 12:00:00 AM,11:04 AM,BALTIMORE AV & SEEGAR AV - GJ1152134494,86.01,STANDARD,PHONE,20200420140,08/31/2012 12:00:00 AM,TGROME,10/15/2012 12:00:00 AM,,09/04/2012 12:00:00 AM,09/04/2012 12:00:00 AM,,1386268,419623,
EAST PRICE HILL,"1022 STURM ST
Cincinnati, OH
(39.11134671411082, -84.57178245009766)",Litter private property,SR12040968,CIVIL   ,LITTER GARBAGE WOOD TIRES BUCKETS ON VACANT LOT.,08/31/2012 12:00:00 AM,10:14 AM,1022 STURM ST - GJ0996031941,94,STANDARD,PHONE,17400080227,08/31/2012 12:00:00 AM,TGROME,10/15/2012 12:00:00 AM,,,09/11/2012 12:00:00 AM,,1380735,411514,
HEIGHTS,"327 W MCMILLAN ST
Cincinnati, OH
(39.12809209029638, -84.52390254525773)",Litter private property,SR12040963,CLOS-NO ,tipped over garbage cans spilled all over side walk and yard,08/31/2012 12:00:00 AM,9:58 AM,327 W MCMILLAN ST CINC - GJ1404133892,26,STANDARD,INTERNET,10000010191,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1394424,417243,W 
CUF,"329 W MCMILLAN ST
Cincinnati, OH
(39.12810108351664, -84.52397449102006)",Litter private property,SR12040961,CLOS-NO ,trash and litter all over sidewalk--garbage cans left on curb tippedover garbage is everywhere.,08/31/2012 12:00:00 AM,9:56 AM,329 W MCMILLAN ST CINC - GJ1402933892,26,STANDARD,INTERNET,10000010299,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/06/2012 12:00:00 AM,09/06/2012 12:00:00 AM,,1394385,417244,W 
WESTWOOD,"2568 QUEEN CITY AV
Cincinnati, OH
(39.131032873332174, -84.58776340255832)",Litter private property,SR12040957,CLOS-NO ,Queen City Ave. from Le Fuellie Ave. to Erlene Drive trash and debris is along roadway and walls. Building at the corner of LeFuellie Ave and Queen City Ave. has demolition debris on side of property for weeks if not months and is an eye sore to the Westw,08/31/2012 12:00:00 AM,9:47 AM,QUEEN CITY AV & LAFEUILLE AV,100.01,STANDARD,INTERNET,20800660003,08/31/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,09/05/2012 12:00:00 AM,09/05/2012 12:00:00 AM,,1376172,418857,
MADISONVILLE,"5723 ADELPHI ST
Cincinnati, OH
(39.153093242710895, -84.39682834251767)",Litter private property,SR12040944,CLOS-NO ,GARBAGE DEBRIS CHAIRS LEFT OUT AT CURB.,08/31/2012 12:00:00 AM,9:12 AM,5723 ADELPHI ST - GJ2494036972,56,STANDARD,PHONE,3700010088,08/31/2012 12:00:00 AM,TGROME,10/15/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1430632,425558,
EVANSTON,"1616 RUTH AV
Cincinnati, OH
(39.139000866511765, -84.47474560313617)",Litter private property,SR12040942,CIVIL   ,Carpet in driveway and wood debris found while Forever Green at site cutting tall grass.,08/31/2012 12:00:00 AM,9:07 AM,1616 RUTH AV - GJ1824835257,39,STANDARD,PHONE,5400050050,08/31/2012 12:00:00 AM,TGROME,10/15/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1408431,421028,
EAST PRICE HILL,"713 MT HOPE AV
Cincinnati, OH
(39.10362153787912, -84.55823866033643)",Litter private property,SR12040901,CLOS-NO ,Leather couch in rear of property.  Caller said you can see it by looking down the driveway.,08/30/2012 12:00:00 AM,4:51 PM,713 MT HOPE AV - GJ1112331112,96,STANDARD,PHONE,17800270073,08/30/2012 12:00:00 AM,TGROME,10/14/2012 12:00:00 AM,,09/28/2012 12:00:00 AM,09/28/2012 12:00:00 AM,,1384415,408610,
WESTWOOD,"2809 MONTANA AV
Cincinnati, OH
(39.149792730863396, -84.59027251102009)",Litter private property,SR12040853,CLOS-NO ,08/30/2012 2:56 PM/DCOTTRELLresidents having yard sale every day no permits Request entered through the Web. Refer to Intake Questions for further description.,08/30/2012 12:00:00 AM,1:41 PM,2809 MONTANA AV CINC - GJ0824236144,100.02,STANDARD,INTERNET,20900030262,08/30/2012 12:00:00 AM,CSRWEB,10/14/2012 12:00:00 AM,,08/31/2012 12:00:00 AM,08/31/2012 12:00:00 AM,,1375794,425564,
BOND HILL,"1224 CAROLINA AV
Cincinnati, OH
(39.17542340869841, -84.47665216583829)",Litter private property,SR12040852,CIVIL   ,Garbage couches in rear of vacant property.,08/30/2012 12:00:00 AM,1:28 PM,1224 CAROLINA AV - GJ1797439296,64,STANDARD,PHONE,13100060202,08/30/2012 12:00:00 AM,TGROME,10/14/2012 12:00:00 AM,,,09/11/2012 12:00:00 AM,,1408191,434303,
WEST PRICE HILL,"1047 BEECH AV
Cincinnati, OH
(39.11162550393988, -84.57753811108518)",Litter private property,SR12040848,CLOS-NO ,Overflowing dumpster and litter all over ground of apt. complex.,08/30/2012 12:00:00 AM,1:15 PM,1047 BEECH AV - GJ0943231959,97,STANDARD,PHONE,17400060091,08/30/2012 12:00:00 AM,TGROME,10/14/2012 12:00:00 AM,,09/04/2012 12:00:00 AM,09/04/2012 12:00:00 AM,,1379010,411661,
EVANSTON,"1576 DIXMONT AV
Cincinnati, OH
(39.137346113977856, -84.4771557861747)",Litter private property,SR12040847,CIVIL   ,Chair tire debris at side and rear of property found while Forever Green on site cutting tall grass.,08/30/2012 12:00:00 AM,1:01 PM,1576 DIXMONT AV - GJ1804835065,38,STANDARD,PHONE,5500010020,08/30/2012 12:00:00 AM,TGROME,10/14/2012 12:00:00 AM,,,09/26/2012 12:00:00 AM,,1407743,420431,
