CSR #,STATUS,SR TYPE,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,COMMUNITY,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION,Location 1
SR12041106,INPROGRS,Recycling new 64 gallon cart,We currently have one recycling cart but need an extra.,09/02/2012 12:00:00 AM,5:49 PM,2614 EDEN AV CINC - GJ1558934109,CORRYVILLE,33,STANDARD,INTERNET,9200020045,09/02/2012 12:00:00 AM,CSRWEB,09/12/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1399531,417699,,"2614 EDEN AV
Cincinnati, OH
(39.12949503266208, -84.50624885382257)"
SR12041062,INPROGRS,Recycling new 64 gallon cart,We just need the standard size green recycling cart that everyone else has thanks.,08/31/2012 12:00:00 AM,6:00 PM,335 W MCMILLAN ST CINC - GJ1398733894,CUF,26,STANDARD,INTERNET,10000010236,08/31/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1394250,417257,W ,"335 W MCMILLAN ST
Cincinnati, OH
(39.12811906995722, -84.52444213847531)"
SR12041050,CLOSED  ,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/31/2012 12:00:00 AM,4:11 PM,5710 ARNSBY PL CINC - GJ2490736789,MADISONVILLE,56,STANDARD,INTERNET,3700010188,08/31/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,09/13/2012 12:00:00 AM,09/13/2012 12:00:00 AM,,1430494,424963,,"5710 ARNSBY PL
Cincinnati, OH
(39.15108775458555, -84.39725102387143)"
SR12041049,INPROGRS,Recycling new 96 gallon cart,Please deliver a 96 gallon cart to this address. Thanks.,08/31/2012 12:00:00 AM,3:57 PM,2291 SCHOEDINGER AV - GJ1069333386,SOUTH FAIRMOUNT,92,STANDARD,PHONE,20500200098,08/31/2012 12:00:00 AM,KSCHLENKER,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1383373,416129,,"2291 SCHOEDINGER AV
Cincinnati, OH
(39.124117086926844, -84.56266332472057)"
SR12041047,INPROGRS,Recycling new 96 gallon cart,Requesting a 96 gallon cart. Thanks.,08/31/2012 12:00:00 AM,3:44 PM,2623 ANDERSON FERRY RD - GJ0618534409,WESTWOOD,109,STANDARD,PHONE,21200670026,08/31/2012 12:00:00 AM,KSCHLENKER,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1368769,420213,,"2623 ANDERSON FERRY RD
Cincinnati, OH
(39.13445029704354, -84.61422145666035)"
SR12041036,INPROGRS,Recycling new 96 gallon cart,Requesting a Larger recycling bin,08/31/2012 12:00:00 AM,2:46 PM,4900 LEBLOND AV - GJ2320834084 4900 Leblond  Ave,MOUNT LOOKOUT,48,STANDARD,PHONE,2000010021,08/31/2012 12:00:00 AM,VBANKS,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1424485,416376,,"4900 LEBLOND AV
Cincinnati, OH
(39.12715679538587, -84.41770160681767)"
SR12040988,INPROGRS,Recycling new 35 gallon cart,requesting 35 gqal recycling cart,08/31/2012 12:00:00 AM,11:14 AM,3062 KERPER AV - GJ1722034990,WALNUT HILLS,36,STANDARD,PHONE,6000050093,08/31/2012 12:00:00 AM,DCOTTRELL,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1405017,420319,,"3062 KERPER AV
Cincinnati, OH
(39.1370673241488, -84.48693141663318)"
SR12040986,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/31/2012 12:00:00 AM,11:01 AM,315 W COURT ST CINC - GJ1447431397,WEST END,4,STANDARD,INTERNET,7600010097,08/31/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1395440,408998,W ,"315 W COURT ST
Cincinnati, OH
(39.10545615481891, -84.51966673849972)"
SR12040985,INPROGRS,Recycling new 96 gallon cart,Resident would like a 96 gallon cart,08/31/2012 12:00:00 AM,10:58 AM,2114 HARKNESS ST - GJ1062735628,EAST WESTWOOD,88,STANDARD,PHONE,20600010021,08/31/2012 12:00:00 AM,KSCHLENKER,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1383520,423484,,"2114 HARKNESS ST
Cincinnati, OH
(39.14422592750202, -84.56277124336407)"
SR12040982,INPROGRS,Recycling cart missing 18,Please deliver a replacement indoor 18 gallon bin. Resident believes pickup crew removed original indoor bin. Thanks.,08/31/2012 12:00:00 AM,10:54 AM,653 PROBASCO ST - GJ1358734623,CUF,29,STANDARD,PHONE,10100050112,08/31/2012 12:00:00 AM,KSCHLENKER,09/17/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1393054,419709,,"653 PROBASCO ST
Cincinnati, OH
(39.134801032634925, -84.52883982319861)"
SR12040973,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/31/2012 12:00:00 AM,10:39 AM,1359 MEADOWBRIGHT LN CINC - GJ2505930440,MOUNT WASHINGTON,46.01,STANDARD,INTERNET,400040259,08/31/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1429959,404137,,"1359 MEADOWBRIGHT LN
Cincinnati, OH
(39.0941516769106, -84.39744887471784)"
SR12040948,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/31/2012 12:00:00 AM,9:31 AM,7376 KIRKWOOD LN CINC - FJ9851633467,SAYLER PARK,106,STANDARD,INTERNET,16700020025,08/31/2012 12:00:00 AM,CSRWEB,09/10/2012 12:00:00 AM,,,09/03/2012 12:00:00 AM,,1343491,418379,,"7376 KIRKWOOD LN
Cincinnati, OH
(39.127714375044036, -84.70374896467717)"
SR12040874,INPROGRS,Recycling new 96 gallon cart,Thank you kindly! =),08/30/2012 12:00:00 AM,3:08 PM,551 LOWELL AV CINC - GJ1377235351,CLIFTON,72,STANDARD,INTERNET,21400030095,08/30/2012 12:00:00 AM,CSRWEB,09/09/2012 12:00:00 AM,,,08/31/2012 12:00:00 AM,,1393784,422064,,"551 LOWELL AV
Cincinnati, OH
(39.14133910378797, -84.52646561304124)"
SR12040811,CLOSED  ,Recycling new 96 gallon cart,New business owner. Would like a 96 gallon cart. Thanks!,08/30/2012 12:00:00 AM,10:46 AM,6433 KENNEDY AV - GJ2333740774,KENNEDY HEIGHTS,58,STANDARD,PHONE,12800030064,08/30/2012 12:00:00 AM,KSCHLENKER,09/09/2012 12:00:00 AM,,09/13/2012 12:00:00 AM,09/13/2012 12:00:00 AM,,1425998,438271,,"6433 KENNEDY AV
Cincinnati, OH
(39.18751928999251, -84.41389747463376)"
SR12040807,INPROGRS,Recycling new 64 gallon cart,New resident. Would like a 64 gallon cart. Thanks!,08/30/2012 12:00:00 AM,10:39 AM,3716 MICHIGAN AV - GJ2114936071,OAKLEY,52,STANDARD,PHONE,4000040209,08/30/2012 12:00:00 AM,KSCHLENKER,09/09/2012 12:00:00 AM,,,08/31/2012 12:00:00 AM,,1418065,423220,,"3716 MICHIGAN AV
Cincinnati, OH
(39.145745781731534, -84.44115592534183)"
SR12040706,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/29/2012 12:00:00 AM,10:44 PM,222 SENATOR PL CINC - GJ1461535753,CLIFTON,70,STANDARD,INTERNET,21700500028,08/29/2012 12:00:00 AM,CSRWEB,09/08/2012 12:00:00 AM,,,08/31/2012 12:00:00 AM,,1396552,423337,,"222 SENATOR PL
Cincinnati, OH
(39.14463062241521, -84.51733749444384)"
SR12040699,INPROGRS,Recycling new 96 gallon cart,New cart for resident. 96 gallon please. Thanks!NOTE: Off the street halfway up the drive from apartments at 2120. Will inform Rumpke of trash/recycling pup route needs.,08/29/2012 12:00:00 AM,6:29 PM,2128 WESTWOOD NORTHERN BLVD - GJ1043235811,EAST WESTWOOD,88,STANDARD,PHONE,20600010226,08/29/2012 12:00:00 AM,KSCHLENKER,09/08/2012 12:00:00 AM,,,08/29/2012 12:00:00 AM,,1382912,424116,,"2128 WESTWOOD NORTHERN BLVD
Cincinnati, OH
(39.14545799868216, -84.56500156199672)"
SR12040698,INPROGRS,Recycling new 96 gallon cart,Property mgr wants ONE 96 gallon cart at this three-unit apt. Thanks!,08/29/2012 12:00:00 AM,6:19 PM,2411 MOERLEIN AV - GJ1457433710,CUF,25,STANDARD,PHONE,10000020262,08/29/2012 12:00:00 AM,KSCHLENKER,09/08/2012 12:00:00 AM,,,08/29/2012 12:00:00 AM,,1396140,416556,,"2411 MOERLEIN AV
Cincinnati, OH
(39.126248480136326, -84.51764326393379)"
SR12040697,CLOSED  ,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/29/2012 12:00:00 AM,6:16 PM,2812 CORTELYOU PL CINC - GJ2164140802,PLEASANT RIDGE,57.01,STANDARD,INTERNET,12200010467,08/29/2012 12:00:00 AM,CSRWEB,09/08/2012 12:00:00 AM,,09/13/2012 12:00:00 AM,09/13/2012 12:00:00 AM,,1420451,438641,,"2812 CORTELYOU PL
Cincinnati, OH
(39.18803190354919, -84.43373651860014)"
SR12040603,INPROGRS,Recycling new 96 gallon cart,We don't have any means of recycling and would really like a cart or a few big carts for our building if possible.,08/29/2012 12:00:00 AM,12:11 PM,2805 DIGBY AV CINC - GJ1406534497,HEIGHTS,29,STANDARD,INTERNET,10100060061,08/29/2012 12:00:00 AM,CSRWEB,09/08/2012 12:00:00 AM,,,08/29/2012 12:00:00 AM,,1394601,419222,,"2805 DIGBY AV
Cincinnati, OH
(39.13318225298218, -84.52302120966903)"
SR12040585,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/29/2012 12:00:00 AM,10:41 AM,2636 BELLEVUE AV CINC - GJ1573234130,CORRYVILLE,33,STANDARD,INTERNET,9200010102,08/29/2012 12:00:00 AM,CSRWEB,09/08/2012 12:00:00 AM,,,08/29/2012 12:00:00 AM,,1400004,417746,,"2636 BELLEVUE AV
Cincinnati, OH
(39.129647917407056, -84.5045581284075)"
SR12040567,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/29/2012 12:00:00 AM,9:49 AM,3308 JEFFERSON AV CINC - GJ1488835383,CLIFTON,70,STANDARD,INTERNET,10300040011,08/29/2012 12:00:00 AM,CSRWEB,09/08/2012 12:00:00 AM,,,08/29/2012 12:00:00 AM,,1397443,421989,,"3308 JEFFERSON AV
Cincinnati, OH
(39.141096286840025, -84.51384812497014)"
SR12040513,INPROGRS,Recycling new 18 gallon cart,we'd like an additional bin for recycling. We find that we do not have enough room with one cart.,08/28/2012 12:00:00 AM,6:57 PM,1423 MEADOWBRIGHT LN CINC - GJ2510730712,MOUNT WASHINGTON,46.01,STANDARD,INTERNET,400040398,08/28/2012 12:00:00 AM,CSRWEB,09/07/2012 12:00:00 AM,,,08/28/2012 12:00:00 AM,,1430160,405020,,"1423 MEADOWBRIGHT LN
Cincinnati, OH
(39.09634602266209, -84.39693626116116)"
SR12040510,CLOSED  ,Recycling new 96 gallon cart,Wants to start recycling. Needs a 96 gallon cart. Thanks. ,08/28/2012 12:00:00 AM,5:42 PM,3330 ALAMO AV - GJ2262538045,OAKLEY,54,STANDARD,PHONE,5100030005,08/28/2012 12:00:00 AM,KSCHLENKER,09/07/2012 12:00:00 AM,,09/13/2012 12:00:00 AM,09/13/2012 12:00:00 AM,,1423221,429445,,"3330 ALAMO AV
Cincinnati, OH
(39.162715988424395, -84.42325042373847)"
SR12040502,INPROGRS,Recycling new 64 gallon cart,3 family. Has 2 64 gal carts. Needs one more. Thanks!,08/28/2012 12:00:00 AM,4:54 PM,1641 BEACON ST - GJ2642829288,MOUNT WASHINGTON,46.03,STANDARD,PHONE,200020370,08/28/2012 12:00:00 AM,KSCHLENKER,09/07/2012 12:00:00 AM,,,08/28/2012 12:00:00 AM,,1434253,400141,,"1641 BEACON ST
Cincinnati, OH
(39.0833238396778, -84.38194456293274)"
SR12040470,INPROGRS,Recycling new 96 gallon cart,Citizen is requesting a new recycling bin  new to area,08/28/2012 12:00:00 AM,2:20 PM,225 MCCORMICK PL - GJ1549233555 225 McCormick Ave,MOUNT AUBURN,22,STANDARD,PHONE,8900010071,08/28/2012 12:00:00 AM,VBANKS,09/07/2012 12:00:00 AM,,,08/28/2012 12:00:00 AM,,1399121,415898,,"225 MCCORMICK PL
Cincinnati, OH
(39.12462970048358, -84.50716616229244)"
SR12040426,INPROGRS,Recycling contaminated cart,please remove recycling cart it was dumped on sidewalk full of trash debris.,08/28/2012 12:00:00 AM,11:10 AM,1344 VINE ST - GJ1484432014,OVER-THE-RHINE,10,STANDARD,PHONE,8000020206,08/28/2012 12:00:00 AM,DCOTTRELL,09/04/2012 12:00:00 AM,,,08/28/2012 12:00:00 AM,,1396748,410957,,"1344 VINE ST
Cincinnati, OH
(39.11078913445266, -84.51536797919965)"
SR12040400,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO 96 gallon carts to this campaign office. Thanks. ,08/28/2012 12:00:00 AM,10:22 AM,5846 HAMILTON AV - GJ1189241655,COLLEGE HILL,82.02,STANDARD,PHONE,23300040139,08/28/2012 12:00:00 AM,KSCHLENKER,09/07/2012 12:00:00 AM,,,08/28/2012 12:00:00 AM,,1388647,443022,,"5846 HAMILTON AV
Cincinnati, OH
(39.19830216112382, -84.5464305620917)"
SR12040395,CLOSED  ,Recycling new 96 gallon cart, ,08/28/2012 12:00:00 AM,10:08 AM,3581 AMBERACRES DR - GJ2355641467,KENNEDY HEIGHTS,58,STANDARD,PHONE,01280001CD03      ,08/28/2012 12:00:00 AM,KSCHLENKER,09/07/2012 12:00:00 AM,,09/13/2012 12:00:00 AM,09/13/2012 12:00:00 AM,,1426830,440504,,"3581 AMBERACRES DR
Cincinnati, OH
(39.193832548762856, -84.41152458464191)"
SR12040376,INPROGRS,Recycling new 96 gallon cart,I can never fit all my recycles in one cart so I'd like another. Thank you,08/28/2012 12:00:00 AM,8:39 AM,3187 GOLDEN HOLLOW AV CINC - GJ2091233500,COLUMBIA TUSCULUM,49,STANDARD,INTERNET,3000020005,08/28/2012 12:00:00 AM,CSRWEB,09/07/2012 12:00:00 AM,,,08/28/2012 12:00:00 AM,,1416872,414838,,"3187 GOLDEN HOLLOW AV
Cincinnati, OH
(39.12266917845966, -84.44429455922409)"
SR12040342,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/27/2012 12:00:00 AM,8:56 PM,3615 MONTGOMERY RD CINC - GJ1870535935,EVANSTON,38,STANDARD,INTERNET,5900060126,08/27/2012 12:00:00 AM,CSRWEB,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1410038,423175,,"3615 MONTGOMERY RD
Cincinnati, OH
(39.14500833766749, -84.4690708811313)"
SR12040304,INPROGRS,Recycling new 64 gallon cart,Please deliver ONE 64 gallon cart. Thanks.,08/27/2012 12:00:00 AM,3:28 PM,1266 ILIFF AV - GJ0923932502,WEST PRICE HILL,97,STANDARD,PHONE,17900740244,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1378464,413468,,"1266 ILIFF AV
Cincinnati, OH
(39.116589761541604, -84.57998426700487)"
SR12040298,INPROGRS,Recycling new 96 gallon cart,Please deliver ONE 96 gallon cart to this address. Thanks.,08/27/2012 12:00:00 AM,3:11 PM,49 E MCMILLAN ST - GJ1531633822,MOUNT AUBURN,23,STANDARD,PHONE,8900040031,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1398590,416803,E ,"49 E MCMILLAN ST
Cincinnati, OH
(39.12715679538587, -84.50913567753662)"
SR12040296,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO carts to this address. Thanks.,08/27/2012 12:00:00 AM,3:09 PM,2667 HIGHLAND AV - GJ1581134257,CORRYVILLE,33,STANDARD,PHONE,9200010129,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1400281,418148,,"2667 HIGHLAND AV
Cincinnati, OH
(39.13076307672338, -84.50302928095766)"
SR12040293,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO carts to this address. Thanks.,08/27/2012 12:00:00 AM,3:08 PM,2669 HIGHLAND AV - GJ1581334272,CORRYVILLE,33,STANDARD,PHONE,9200010056,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1400291,418196,,"2669 HIGHLAND AV
Cincinnati, OH
(39.130879988587196, -84.50301129451708)"
SR12040292,INPROGRS,Recycling new 96 gallon cart,Please deliver ONE 96 gallon cart to this address. Thanks!,08/27/2012 12:00:00 AM,2:56 PM,2623 EDEN AV - GJ1552934153,CORRYVILLE,33,STANDARD,PHONE,9200020040,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1399340,417852,,"2623 EDEN AV
Cincinnati, OH
(39.12987274791436, -84.50628482670373)"
SR12040290,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO 96 gallon carts to this address. Thanks!,08/27/2012 12:00:00 AM,2:54 PM,2625 EDEN AV - GJ1553234168,CORRYVILLE,33,STANDARD,PHONE,9200020041,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1399354,417899,,"2625 EDEN AV
Cincinnati, OH
(39.129998652998495, -84.50627583348347)"
SR12040238,INPROGRS,Recycling new 96 gallon cart,Please deliver 96 gallon cart to address. Thanks!,08/27/2012 12:00:00 AM,12:08 PM,1315 MAIN ST - GJ1510231961,OVER-THE-RHINE,10,STANDARD,PHONE,8000020296,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1397585,410742,,"1315 MAIN ST
Cincinnati, OH
(39.110303500556824, -84.5119595487086)"
SR12040237,INPROGRS,Recycling new 35 gallon cart,Please deliver an additional 35 gallon container. Thanks!,08/27/2012 12:00:00 AM,12:05 PM,3311 KOENIG AV - GJ0748035815,WESTWOOD,102.02,STANDARD,PHONE,20800560050,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1373243,424607,,"3311 KOENIG AV
Cincinnati, OH
(39.146797988505796, -84.59885204317959)"
SR12040225,INPROGRS,Recycling new 35 gallon cart,Cart appeared on property. Property mgr would like it to be removed. Thanks.,08/27/2012 12:00:00 AM,11:35 AM,3125 GLENMORE AV - GJ0621935226,WESTWOOD,102.01,STANDARD,PHONE,21200620021,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1369013,422885,,"3125 GLENMORE AV
Cincinnati, OH
(39.141788764802584, -84.6135109922572)"
SR12040222,INPROGRS,Recycling new 96 gallon cart,Would like an additional 96 gallon cart at residence. Thanks!,08/27/2012 12:00:00 AM,11:28 AM,2917 ALPINE TER - GJ2132434187,MOUNT LOOKOUT,49,STANDARD,PHONE,4600100050,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1418330,417021,,"2917 ALPINE TER
Cincinnati, OH
(39.12891047334301, -84.43934828806294)"
SR12040217,INPROGRS,Recycling new 96 gallon cart,Would like to start recycling. Please deliver a 96 gallon cart. Thanks!,08/27/2012 12:00:00 AM,11:19 AM,2204 GRAND AV - GJ1151133365,SOUTH FAIRMOUNT,92,STANDARD,PHONE,17000090156,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1386048,415925,,"2204 GRAND AV
Cincinnati, OH
(39.123784337776044, -84.55341829425936)"
SR12040211,INPROGRS,Recycling new 64 gallon cart,Resident would like a 64 gallon recycling cart. Thanks!,08/27/2012 12:00:00 AM,11:10 AM,1323 PENDLETON ST - GJ1551432076,PENDLETON,11,STANDARD,PHONE,7500020088,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1398952,411050,,"1323 PENDLETON ST
Cincinnati, OH
(39.11122980224701, -84.50720213517366)"
SR12040207,INPROGRS,Recycling new 96 gallon cart,Requesting an additional recycling can for apartment # 2,08/27/2012 12:00:00 AM,11:00 AM,568 DELTA AV - GJ2164033350 568 Delta Ave,COLUMBIA TUSCULUM,47.01,STANDARD,PHONE,2600020013,08/27/2012 12:00:00 AM,VBANKS,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1419228,414225,,"568 DELTA AV
Cincinnati, OH
(39.12127522931428, -84.43645247112858)"
SR12040200,INPROGRS,Recycling new 96 gallon cart,Would like TWO 96 gallon carts. Thanks!,08/27/2012 12:00:00 AM,10:44 AM,408 WARNER ST - GJ1383733611,CUF,27,STANDARD,PHONE,9700020100,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1393708,416352,,"408 WARNER ST
Cincinnati, OH
(39.12512432759968, -84.52630373507594)"
SR12040195,INPROGRS,Recycling new 96 gallon cart,Would like a 96 gallon cart. Thanks!,08/27/2012 12:00:00 AM,10:37 AM,805 TWEED AV - GJ2248433682,MOUNT LOOKOUT,47.01,STANDARD,PHONE,4500010011,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1422049,415176,,"805 TWEED AV
Cincinnati, OH
(39.12389225641954, -84.42588543728431)"
SR12040177,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO 96 gallon carts to Listermann Brewery Co. Thanks!,08/27/2012 12:00:00 AM,10:03 AM,1621 DANA AV - GJ1844336070,EVANSTON,38,STANDARD,PHONE,5900060001,08/27/2012 12:00:00 AM,KSCHLENKER,09/06/2012 12:00:00 AM,,,08/27/2012 12:00:00 AM,,1409200,423659,,"1621 DANA AV
Cincinnati, OH
(39.1465304694272, -84.47276677426451)"
SR12040051,INPROGRS,Recycling new 18 gallon cart,Just moved into Cincinnati need new cart.,08/24/2012 12:00:00 AM,2:23 PM,752 DELTA AV CINC - GJ2187833936,MOUNT LOOKOUT,47.01,STANDARD,INTERNET,00450003CD06      ,08/24/2012 12:00:00 AM,CSRWEB,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1420108,416111,,"752 DELTA AV
Cincinnati, OH
(39.126257504754484, -84.4335270053923)"
SR12040045,INPROGRS,Recycling new 96 gallon cart,We never received a trash cart at the beginning of the year when we moved in and we would greatly appreciate having a trash cart.,08/24/2012 12:00:00 AM,1:55 PM,2308 WHEELER ST CINC - GJ1434333590,CUF,26,STANDARD,INTERNET,10000020179,08/24/2012 12:00:00 AM,CSRWEB,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1395365,416204,,"2308 WHEELER ST
Cincinnati, OH
(39.12513332081994, -84.52063800629139)"
SR12040039,INPROGRS,Recycling new 96 gallon cart,Property mgr would like THREE carts delivered to this address. Thanks. ,08/24/2012 12:00:00 AM,1:38 PM,5554 COLERAIN AV - GJ0969941008,MOUNT AIRY,83,STANDARD,PHONE,23100040075,08/24/2012 12:00:00 AM,KSCHLENKER,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1381359,441260,,"5554 COLERAIN AV
Cincinnati, OH
(39.19289723572774, -84.57211519924851)"
SR12040032,INPROGRS,Recycling new 64 gallon cart,Church would like to start recycling with THREE 64 gal carts. Thanks!,08/24/2012 12:00:00 AM,1:15 PM,3060 DURRELL AV - GJ1798234724,EVANSTON,41,STANDARD,PHONE,5500020039,08/24/2012 12:00:00 AM,KSCHLENKER,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1407470,419325,,"3060 DURRELL AV
Cincinnati, OH
(39.134189493655015, -84.47850476921866)"
SR12040030,INPROGRS,Recycling new 96 gallon cart,Business would like to recycle. Please deliver a 96 gallon cart. Thanks!,08/24/2012 12:00:00 AM,1:08 PM,2729 VINE ST - GJ1524934304,CORRYVILLE,33,STANDARD,PHONE,10200020227,08/24/2012 12:00:00 AM,KSCHLENKER,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1398446,418394,,"2729 VINE ST
Cincinnati, OH
(39.131302669940965, -84.50948641312806)"
SR12040028,INPROGRS,Recycling new 96 gallon cart,Please deliver a new cart to this address/unit. Thanks.,08/24/2012 12:00:00 AM,12:59 PM,229 ATKINSON ST - GJ1446333666,CUF,25,STANDARD,PHONE,10000020290,08/24/2012 12:00:00 AM,KSCHLENKER,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1395770,416431,,"229 ATKINSON ST
Cincinnati, OH
(39.12588875132457, -84.51898325375748)"
SR12040027,INPROGRS,Recycling cart missing 96,Two carts gone missing at 229 Atkinson. Only one cart #9610048368 (unit 1) on record for this address. Landlord would like replacement of missing cart. New cart request on different CSR.,08/24/2012 12:00:00 AM,12:57 PM,229 ATKINSON ST - GJ1446333666,CUF,25,STANDARD,PHONE,10000020290,08/24/2012 12:00:00 AM,KSCHLENKER,09/10/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1395770,416431,,"229 ATKINSON ST
Cincinnati, OH
(39.12588875132457, -84.51898325375748)"
SR12040026,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/24/2012 12:00:00 AM,12:57 PM,663 W MCMICKEN AV CINC - GJ1330133384,CUF,15,STANDARD,INTERNET,9700010210,08/24/2012 12:00:00 AM,CSRWEB,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1391919,415699,W ,"663 W MCMICKEN AV
Cincinnati, OH
(39.123532527607836, -84.5324371113158)"
SR12040021,INPROGRS,Recycling new 96 gallon cart,Just moved in. Wants a 96 gallon cart. Thanks!,08/24/2012 12:00:00 AM,12:44 PM,2818 ERIE AV - GJ2132535392,HYDE PARK,50,STANDARD,PHONE,4100020006,08/24/2012 12:00:00 AM,KSCHLENKER,09/03/2012 12:00:00 AM,,,08/26/2012 12:00:00 AM,,1418531,420967,,"2818 ERIE AV
Cincinnati, OH
(39.13929764278146, -84.43912345755564)"
SR12039921,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,08/23/2012 12:00:00 AM,3:47 PM,2726 VAN ST CINC - GJ1537334298,CORRYVILLE,33,STANDARD,INTERNET,9200030044,08/23/2012 12:00:00 AM,CSRWEB,09/02/2012 12:00:00 AM,,,08/23/2012 12:00:00 AM,,1398855,418355,,"2726 VAN ST
Cincinnati, OH
(39.1312666970598, -84.50848816567554)"
SR12039893,INPROGRS,Recycling new 35 gallon cart,would like to have 2 bins that way i can recycle more things,08/23/2012 12:00:00 AM,2:18 PM,4907 WESTERN HILLS AV CINC - GJ0730132976,WEST PRICE HILL,107,STANDARD,INTERNET,18300020128,08/23/2012 12:00:00 AM,CSRWEB,09/02/2012 12:00:00 AM,,,08/23/2012 12:00:00 AM,,1372196,415339,,"4907 WESTERN HILLS AV
Cincinnati, OH
(39.12151804626217, -84.60215255502715)"
